96.43999,93.88823,91.18182,88.30626,85.04193,76.31725,67.00000,52.81739,40.95263,21.50000,-0.64545,-27.40000
94.10000,91.47942,88.70000,85.94376,83.00967,75.23103,66.76666,53.36522,40.95263,21.50000,-0.07273,-27.40000
91.40000,88.70000,86.02727,83.18750,80.57097,73.49310,65.13333,54.73478,40.28947,21.50000,-0.07273,-28.30000
88.88000,86.29118,83.54546,80.82500,77.92903,70.45173,64.43333,55.83043,39.95789,21.08000,-0.07273,-29.20000
86.18000,83.51176,80.87273,78.06876,75.08387,69.36552,63.96667,56.10435,39.29473,20.24000,-0.64545,-29.20000
84.92000,82.21471,79.53636,76.69063,73.86451,68.93104,64.20000,55.83043,38.96316,19.82000,-0.64545,-30.10000
83.84000,81.28824,78.58182,75.70625,73.05161,70.01724,64.89999,54.46087,38.30000,18.98000,-1.21818,-29.20000
83.12000,80.54706,77.81818,75.11563,72.84838,70.23448,65.13333,53.36522,37.96842,18.56000,-1.21818,-28.30000
82.76000,80.17647,77.43636,74.72188,72.64516,69.36552,64.89999,52.81739,37.96842,19.82000,-0.64545,-29.20000
82.76000,80.17647,77.43636,74.72188,72.64516,69.36552,65.13333,52.26957,38.63158,20.66000,-1.21818,-30.10000
82.22000,79.43530,76.86363,74.13126,72.44193,70.01724,65.36667,53.09130,39.29473,20.24000,-1.79091,-31.00000
82.40000,79.62059,77.05454,74.32812,72.84838,70.45173,65.60000,53.09130,39.29473,19.82000,-1.21818,-31.00000
83.12000,80.54706,77.81818,75.31250,73.66129,71.53793,66.06667,52.54348,39.62632,19.40000,-1.79091,-30.10000
81.68000,79.06470,76.29091,73.73750,72.64516,71.53793,66.06667,52.54348,39.29473,19.40000,-2.36364,-30.10000
80.78000,78.13824,75.52728,72.75313,71.83225,71.32069,65.60000,51.17391,38.63158,18.56000,-2.36364,-31.00000
82.40000,79.80588,77.24545,74.52500,72.23871,71.53793,65.36667,50.35217,38.30000,18.56000,-2.36364,-31.00000
85.10000,82.40000,79.91818,77.08438,73.86451,70.88621,64.89999,50.62609,37.96842,18.56000,-3.50909,-31.90000
89.24000,86.66177,83.92727,81.21875,77.92903,71.32069,64.43333,51.17391,37.63684,18.14000,-3.50909,-31.90000
93.20000,90.92353,88.12727,85.35313,82.19677,73.27586,65.36667,50.90000,36.64211,17.72000,-4.08182,-31.00000
96.26000,93.88823,91.18182,88.50313,85.44838,76.10000,67.23333,50.90000,35.97895,17.30000,-4.65454,-31.00000
98.42000,96.29706,93.47273,90.66875,87.68387,78.27242,69.10000,51.17391,35.64737,17.30000,-4.65454,-31.00000
99.86000,97.59412,95.00000,92.24376,89.10645,79.79311,70.50000,51.72174,34.98421,17.30000,-4.65454,-31.00000
100.58000,98.33529,95.57272,92.83438,89.91936,80.66207,71.20000,52.54348,33.65789,17.72000,-5.22727,-31.00000
100.76000,98.15000,95.38182,92.63750,89.71613,80.66207,71.43333,52.81739,32.99474,18.14000,-5.80000,-31.00000
100.22000,97.59412,94.61818,92.04688,89.10645,80.44482,71.43333,52.81739,32.99474,18.14000,-5.80000,-31.00000
96.98000,94.44411,91.56364,88.89688,86.05806,79.14138,70.96667,52.54348,32.99474,18.14000,-5.22727,-31.90000
94.46001,91.66470,89.08182,86.14063,83.41612,77.40345,70.03333,52.54348,33.32632,18.56000,-5.22727,-31.90000
90.50000,87.77353,85.07273,82.40000,79.55484,74.36207,69.56667,52.26957,33.98948,18.56000,-5.22727,-32.80000
88.16000,85.55000,82.97272,80.23438,77.31935,73.49310,69.10000,51.72174,33.98948,18.56000,-5.80000,-31.90000
87.43999,85.17941,82.59091,79.84063,77.31935,74.14483,68.86667,51.17391,33.65789,17.72000,-5.80000,-31.00000
88.16000,85.92059,83.16364,80.43125,78.33548,74.57931,68.16666,51.17391,32.33158,16.88000,-4.65454,-31.00000
88.88000,86.66177,83.92727,81.21875,78.94516,74.57931,66.76666,50.35217,31.66842,16.88000,-6.37273,-30.10000
88.88000,86.10588,83.54546,80.62813,78.33548,73.05862,65.36667,49.25652,32.33158,17.30000,-6.37273,-31.00000
88.34000,85.36470,82.59091,79.84063,77.52258,71.75517,64.43333,49.53043,32.66316,16.46000,-4.65454,-31.90000
86.53999,83.69706,81.06363,78.26562,75.89677,70.66897,64.43333,48.98261,34.98421,16.88000,-5.22727,-32.80000
85.28000,82.21471,79.53636,76.69063,74.47419,70.66897,65.60000,50.62609,34.65263,16.04000,-5.22727,-32.80000
83.30000,80.54706,77.81818,75.31250,72.84838,69.14828,64.43333,50.35217,34.32105,16.04000,-5.22727,-33.70000
82.40000,80.17647,77.62727,74.91875,72.44193,68.93104,63.73333,50.35217,33.65789,15.62000,-5.22727,-33.70000
82.04000,79.62059,77.05454,74.32812,71.83225,67.84483,63.03333,50.07826,32.99474,15.62000,-5.80000,-34.60000
83.84000,80.36176,77.62727,74.91875,71.83225,66.54138,61.40000,49.80435,32.66316,15.20000,-5.80000,-34.60000
