97.00000,99.00000,99.00000,99.00000,96.00000,93.00000,96.00000,95.55556,73.75000,57.14286,76.66666,58.00000
96.00000,99.00000,99.00000,99.00000,99.00000,93.00000,96.00000,91.11111,82.50000,72.85715,50.00000,70.00000
90.00000,92.00000,89.00000,89.00000,97.00000,94.00000,94.00000,96.66667,93.75000,82.85715,76.66666,64.00000
87.00000,90.00000,93.00000,92.00000,93.00000,89.00000,98.00000,98.88889,95.00000,61.42857,71.66666,48.00000
86.00000,89.00000,85.00000,65.00000,52.00000,66.00000,85.00000,88.88889,98.75000,70.00000,73.33333,64.00000
81.00000,83.00000,83.00000,78.00000,73.00000,73.00000,91.00000,97.77778,98.75000,51.42857,71.66666,66.00000
85.00000,83.00000,81.00000,73.00000,73.00000,72.00000,76.00000,95.55556,93.75000,57.14286,73.33333,66.00000
89.00000,89.00000,93.00000,91.00000,88.00000,64.00000,63.00000,95.55556,70.00000,41.42857,23.33333,26.00000
86.00000,85.00000,85.00000,86.00000,86.00000,90.00000,71.00000,88.88889,55.00000,31.42857,13.33333,16.00000
79.00000,70.00000,72.00000,72.00000,72.00000,82.00000,65.00000,66.66667,48.75000,18.57143,15.00000,14.00000
61.00000,46.00000,37.00000,32.00000,37.00000,46.00000,54.00000,41.11111,23.75000,20.00000,21.66667,14.00000
55.00000,48.00000,38.00000,34.00000,37.00000,50.00000,55.00000,25.55556,8.75000,18.57143,41.66666,8.00000
61.00000,59.00000,58.00000,53.00000,51.00000,66.00000,77.00000,18.88889,7.50000,40.00000,25.00000,8.00000
74.00000,60.00000,59.00000,54.00000,48.00000,59.00000,74.00000,16.66667,2.50000,30.00000,21.66667,8.00000
70.00000,71.00000,67.00000,57.00000,54.00000,60.00000,55.00000,11.11111,8.75000,24.28572,16.66667,6.00000
59.00000,61.00000,67.00000,70.00000,63.00000,53.00000,43.00000,3.33333,6.25000,14.28571,8.33333,6.00000
52.00000,52.00000,57.00000,61.00000,56.00000,53.00000,25.00000,2.22222,2.50000,4.28571,6.66667,6.00000
47.00000,42.00000,44.00000,48.00000,44.00000,49.00000,23.00000,1.11111,2.50000,4.28571,5.00000,6.00000
47.00000,51.00000,58.00000,66.00000,72.00000,72.00000,37.00000,1.11111,2.50000,4.28571,5.00000,6.00000
48.00000,51.00000,56.00000,65.00000,71.00000,60.00000,19.00000,1.11111,3.75000,5.71429,6.66667,8.00000
47.00000,51.00000,57.00000,67.00000,72.00000,72.00000,23.00000,1.11111,6.25000,10.00000,6.66667,8.00000
45.00000,49.00000,55.00000,63.00000,73.00000,85.00000,39.00000,2.22222,7.50000,10.00000,10.00000,16.00000
45.00000,47.00000,53.00000,61.00000,69.00000,80.00000,27.00000,2.22222,6.25000,8.57143,11.66667,18.00000
53.00000,48.00000,53.00000,60.00000,67.00000,85.00000,47.00000,3.33333,6.25000,8.57143,15.00000,16.00000
